Time;DV_XI1_PV;Alarm
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,470683;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,406601;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,534765;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,759052;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,662929;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,310477;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,022108;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
11-12-2019 13:54;11,150272;35
